
===== Classifying modified proteins as such ====
G1FV3-24342-MONOMER: Updating molecular-weight-seq from NIL to 38.363
G1FV3-25699-MONOMER: Updating molecular-weight-seq from NIL to 94.3
G1FV3-27145-MONOMER: Updating molecular-weight-seq from NIL to 37.568
G1FV3-29642-MONOMER: Updating molecular-weight-seq from NIL to 56.548
G1FV3-25700-MONOMER: Updating molecular-weight-seq from NIL to 49.26
G1FV3-27146-MONOMER: Updating molecular-weight-seq from NIL to 64.271
G1FV3-24343-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29643-MONOMER: Updating molecular-weight-seq from NIL to 75.009
G1FV3-25701-MONOMER: Updating molecular-weight-seq from NIL to 90.868
G1FV3-27147-MONOMER: Updating molecular-weight-seq from NIL to 35.591
G1FV3-27148-MONOMER: Updating molecular-weight-seq from NIL to 29.12
G1FV3-25702-MONOMER: Updating molecular-weight-seq from NIL to 28.022
G1FV3-24344-MONOMER: Updating molecular-weight-seq from NIL to 130.574
G1FV3-25703-MONOMER: Updating molecular-weight-seq from NIL to 35.749
G1FV3-27149-MONOMER: Updating molecular-weight-seq from NIL to 25.597
G1FV3-29644-MONOMER: Updating molecular-weight-seq from NIL to 60.369
G1FV3-27150-MONOMER: Updating molecular-weight-seq from NIL to 65.959
G1FV3-25704-MONOMER: Updating molecular-weight-seq from NIL to 152.473
G1FV3-24346-MONOMER: Updating molecular-weight-seq from NIL to 87.798
G1FV3-29645-MONOMER: Updating molecular-weight-seq from NIL to 42.951
G1FV3-25705-MONOMER: Updating molecular-weight-seq from NIL to 9.878
G1FV3-27153-MONOMER: Updating molecular-weight-seq from NIL to 37.278
G1FV3-25706-MONOMER: Updating molecular-weight-seq from NIL to 86.216
G1FV3-27152-MONOMER: Updating molecular-weight-seq from NIL to 42.937
G1FV3-24347-MONOMER: Updating molecular-weight-seq from NIL to 32.999
G1FV3-25707-MONOMER: Updating molecular-weight-seq from NIL to 78.725
G1FV3-29647-MONOMER: Updating molecular-weight-seq from NIL to 288.645
G1FV3-27180-MONOMER: Updating molecular-weight-seq from NIL to 69.371
G1FV3-25708-MONOMER: Updating molecular-weight-seq from NIL to 55.591
G1FV3-27154-MONOMER: Updating molecular-weight-seq from NIL to 22.524
G1FV3-24348-MONOMER: Updating molecular-weight-seq from NIL to 33.679
G1FV3-25709-MONOMER: Updating molecular-weight-seq from NIL to 32.346
G1FV3-27156-MONOMER: Updating molecular-weight-seq from NIL to 89.811
G1FV3-29649-MONOMER: Updating molecular-weight-seq from NIL to 69.805
G1FV3-29650-MONOMER: Updating molecular-weight-seq from NIL to 120.71
G1FV3-25710-MONOMER: Updating molecular-weight-seq from NIL to 45.146
G1FV3-27157-MONOMER: Updating molecular-weight-seq from NIL to 71.042
G1FV3-24349-MONOMER: Updating molecular-weight-seq from NIL to 78.081
G1FV3-27158-MONOMER: Updating molecular-weight-seq from NIL to 38.807
G1FV3-25711-MONOMER: Updating molecular-weight-seq from NIL to 20.655
G1FV3-27159-MONOMER: Updating molecular-weight-seq from NIL to 90.595
G1FV3-25712-MONOMER: Updating molecular-weight-seq from NIL to 35.761
G1FV3-24350-MONOMER: Updating molecular-weight-seq from NIL to 24.906
G1FV3-27160-MONOMER: Updating molecular-weight-seq from NIL to 53.577
G1FV3-25713-MONOMER: Updating molecular-weight-seq from NIL to 37.083
G1FV3-29651-MONOMER: Updating molecular-weight-seq from NIL to 10.569
G1FV3-27173-MONOMER: Updating molecular-weight-seq from NIL to 75.5
G1FV3-25714-MONOMER: Updating molecular-weight-seq from NIL to 23.478
G1FV3-24351-MONOMER: Updating molecular-weight-seq from NIL to 126.229
G1FV3-29652-MONOMER: Updating molecular-weight-seq from NIL to 18.409
G1FV3-25715-MONOMER: Updating molecular-weight-seq from NIL to 35.611
G1FV3-27162-MONOMER: Updating molecular-weight-seq from NIL to 15.824
G1FV3-27163-MONOMER: Updating molecular-weight-seq from NIL to 44.59
G1FV3-25716-MONOMER: Updating molecular-weight-seq from NIL to 14.063
G1FV3-24352-MONOMER: Updating molecular-weight-seq from NIL to 20.394
G1FV3-29653-MONOMER: Updating molecular-weight-seq from NIL to 17.377
G1FV3-25717-MONOMER: Updating molecular-weight-seq from NIL to 91.36
G1FV3-27165-MONOMER: Updating molecular-weight-seq from NIL to 148.092
G1FV3-25718-MONOMER: Updating molecular-weight-seq from NIL to 66.671
G1FV3-27166-MONOMER: Updating molecular-weight-seq from NIL to 13.339
G1FV3-24354-MONOMER: Updating molecular-weight-seq from NIL to 116.06
G1FV3-27167-MONOMER: Updating molecular-weight-seq from NIL to 80.654
G1FV3-25719-MONOMER: Updating molecular-weight-seq from NIL to 27.677
G1FV3-29654-MONOMER: Updating molecular-weight-seq from NIL to 103.795
G1FV3-25720-MONOMER: Updating molecular-weight-seq from NIL to 124.691
G1FV3-27168-MONOMER: Updating molecular-weight-seq from NIL to 58.11
G1FV3-24355-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29655-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25721-MONOMER: Updating molecular-weight-seq from NIL to 210.347
G1FV3-27169-MONOMER: Updating molecular-weight-seq from NIL to 28.144
G1FV3-25722-MONOMER: Updating molecular-weight-seq from NIL to 69.428
G1FV3-27171-MONOMER: Updating molecular-weight-seq from NIL to 51.463
G1FV3-24356-MONOMER: Updating molecular-weight-seq from NIL to 37.554
G1FV3-25723-MONOMER: Updating molecular-weight-seq from NIL to 44.915
G1FV3-27172-MONOMER: Updating molecular-weight-seq from NIL to 51.546
G1FV3-29656-MONOMER: Updating molecular-weight-seq from NIL to 44.264
G1FV3-25724-MONOMER: Updating molecular-weight-seq from NIL to 48.65
G1FV3-24357-MONOMER: Updating molecular-weight-seq from NIL to 37.663
G1FV3-27174-MONOMER: Updating molecular-weight-seq from NIL to 32.841
G1FV3-25725-MONOMER: Updating molecular-weight-seq from NIL to 44.189
G1FV3-29657-MONOMER: Updating molecular-weight-seq from NIL to 28.771
G1FV3-27175-MONOMER: Updating molecular-weight-seq from NIL to 33.577
G1FV3-25726-MONOMER: Updating molecular-weight-seq from NIL to 57.737
G1FV3-24358-MONOMER: Updating molecular-weight-seq from NIL to 37.442
G1FV3-27183-MONOMER: Updating molecular-weight-seq from NIL to 66.753
G1FV3-25728-MONOMER: Updating molecular-weight-seq from NIL to 23.185
G1FV3-27176-MONOMER: Updating molecular-weight-seq from NIL to 82.269
G1FV3-29658-MONOMER: Updating molecular-weight-seq from NIL to 61.495
G1FV3-27177-MONOMER: Updating molecular-weight-seq from NIL to 12.198
G1FV3-25729-MONOMER: Updating molecular-weight-seq from NIL to 48.741
G1FV3-24359-MONOMER: Updating molecular-weight-seq from NIL to 22.39
G1FV3-25730-MONOMER: Updating molecular-weight-seq from NIL to 35.803
G1FV3-27178-MONOMER: Updating molecular-weight-seq from NIL to 121.856
G1FV3-29659-MONOMER: Updating molecular-weight-seq from NIL to 41.687
G1FV3-25731-MONOMER: Updating molecular-weight-seq from NIL to 52.086
G1FV3-27179-MONOMER: Updating molecular-weight-seq from NIL to 49.541
G1FV3-24360-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29660-MONOMER: Updating molecular-weight-seq from NIL to 44.034
G1FV3-25732-MONOMER: Updating molecular-weight-seq from NIL to 21.697
G1FV3-25733-MONOMER: Updating molecular-weight-seq from NIL to 109.206
G1FV3-27181-MONOMER: Updating molecular-weight-seq from NIL to 95.208
G1FV3-24361-MONOMER: Updating molecular-weight-seq from NIL to 45.787
G1FV3-27182-MONOMER: Updating molecular-weight-seq from NIL to 19.362
G1FV3-25734-MONOMER: Updating molecular-weight-seq from NIL to 44.964
G1FV3-29661-MONOMER: Updating molecular-weight-seq from NIL to 49.674
G1FV3-25735-MONOMER: Updating molecular-weight-seq from NIL to 27.767
G1FV3-24362-MONOMER: Updating molecular-weight-seq from NIL to 64.349
G1FV3-25736-MONOMER: Updating molecular-weight-seq from NIL to 26.066
G1FV3-27184-MONOMER: Updating molecular-weight-seq from NIL to 19.076
G1FV3-29662-MONOMER: Updating molecular-weight-seq from NIL to 16.789
G1FV3-25737-MONOMER: Updating molecular-weight-seq from NIL to 30.498
G1FV3-27185-MONOMER: Updating molecular-weight-seq from NIL to 52.887
G1FV3-24363-MONOMER: Updating molecular-weight-seq from NIL to 62.081
G1FV3-27186-MONOMER: Updating molecular-weight-seq from NIL to 17.189
G1FV3-25738-MONOMER: Updating molecular-weight-seq from NIL to 57.247
G1FV3-29663-MONOMER: Updating molecular-weight-seq from NIL to 41.513
G1FV3-27500-MONOMER: Updating molecular-weight-seq from NIL to 16.218
G1FV3-25739-MONOMER: Updating molecular-weight-seq from NIL to 60.551
G1FV3-27187-MONOMER: Updating molecular-weight-seq from NIL to 46.704
G1FV3-24364-MONOMER: Updating molecular-weight-seq from NIL to 15.163
G1FV3-25740-MONOMER: Updating molecular-weight-seq from NIL to 14.882
G1FV3-27188-MONOMER: Updating molecular-weight-seq from NIL to 45.387
G1FV3-29664-MONOMER: Updating molecular-weight-seq from NIL to 19.821
G1FV3-29665-MONOMER: Updating molecular-weight-seq from NIL to 85.644
G1FV3-25741-MONOMER: Updating molecular-weight-seq from NIL to 43.99
G1FV3-27189-MONOMER: Updating molecular-weight-seq from NIL to 39.15
G1FV3-24365-MONOMER: Updating molecular-weight-seq from NIL to 19.242
G1FV3-27400-MONOMER: Updating molecular-weight-seq from NIL to 10.934
G1FV3-25742-MONOMER: Updating molecular-weight-seq from NIL to 24.712
G1FV3-27190-MONOMER: Updating molecular-weight-seq from NIL to 47.376
G1FV3-27300-MONOMER: Updating molecular-weight-seq from NIL to 43.175
G1FV3-25743-MONOMER: Updating molecular-weight-seq from NIL to 32.337
G1FV3-27191-MONOMER: Updating molecular-weight-seq from NIL to 21.203
G1FV3-24366-MONOMER: Updating molecular-weight-seq from NIL to 43.707
G1FV3-27200-MONOMER: Updating molecular-weight-seq from NIL to 23.443
G1FV3-25744-MONOMER: Updating molecular-weight-seq from NIL to 43.154
G1FV3-27192-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29666-MONOMER: Updating molecular-weight-seq from NIL to 181.055
G1FV3-25745-MONOMER: Updating molecular-weight-seq from NIL to 46.357
G1FV3-27193-MONOMER: Updating molecular-weight-seq from NIL to 22.73
G1FV3-24367-MONOMER: Updating molecular-weight-seq from NIL to 77.39
G1FV3-29667-MONOMER: Updating molecular-weight-seq from NIL to 72.395
G1FV3-25746-MONOMER: Updating molecular-weight-seq from NIL to 74.703
G1FV3-27194-MONOMER: Updating molecular-weight-seq from NIL to 26.393
G1FV3-27195-MONOMER: Updating molecular-weight-seq from NIL to 75.804
G1FV3-25747-MONOMER: Updating molecular-weight-seq from NIL to 52.052
G1FV3-24368-MONOMER: Updating molecular-weight-seq from NIL to 34.7
G1FV3-25748-MONOMER: Updating molecular-weight-seq from NIL to 37.645
G1FV3-27196-MONOMER: Updating molecular-weight-seq from NIL to 44.16
G1FV3-29668-MONOMER: Updating molecular-weight-seq from NIL to 47.15
G1FV3-27197-MONOMER: Updating molecular-weight-seq from NIL to 22.566
G1FV3-25749-MONOMER: Updating molecular-weight-seq from NIL to 28.846
G1FV3-24369-MONOMER: Updating molecular-weight-seq from NIL to 21.432
G1FV3-27210-MONOMER: Updating molecular-weight-seq from NIL to 51.063
G1FV3-25750-MONOMER: Updating molecular-weight-seq from NIL to 16.5
G1FV3-29669-MONOMER: Updating molecular-weight-seq from NIL to 25.954
G1FV3-27199-MONOMER: Updating molecular-weight-seq from NIL to 2.879
G1FV3-25751-MONOMER: Updating molecular-weight-seq from NIL to 71.581
G1FV3-24370-MONOMER: Updating molecular-weight-seq from NIL to 9.744
G1FV3-29670-MONOMER: Updating molecular-weight-seq from NIL to 53.522
G1FV3-25752-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27201-MONOMER: Updating molecular-weight-seq from NIL to 55.428
G1FV3-25753-MONOMER: Updating molecular-weight-seq from NIL to 87.408
G1FV3-24371-MONOMER: Updating molecular-weight-seq from NIL to 80.079
G1FV3-27203-MONOMER: Updating molecular-weight-seq from NIL to 84.726
G1FV3-25754-MONOMER: Updating molecular-weight-seq from NIL to 64.347
G1FV3-29671-MONOMER: Updating molecular-weight-seq from NIL to 36.898
G1FV3-25755-MONOMER: Updating molecular-weight-seq from NIL to 41.676
G1FV3-24372-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29672-MONOMER: Updating molecular-weight-seq from NIL to 21.818
G1FV3-25756-MONOMER: Updating molecular-weight-seq from NIL to 58.079
G1FV3-27205-MONOMER: Updating molecular-weight-seq from NIL to 21.585
G1FV3-25757-MONOMER: Updating molecular-weight-seq from NIL to 16.775
G1FV3-27206-MONOMER: Updating molecular-weight-seq from NIL to 59.618
G1FV3-24373-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29673-MONOMER: Updating molecular-weight-seq from NIL to 22.125
G1FV3-25759-MONOMER: Updating molecular-weight-seq from NIL to 148.108
G1FV3-27207-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25760-MONOMER: Updating molecular-weight-seq from NIL to 79.078
G1FV3-24374-MONOMER: Updating molecular-weight-seq from NIL to 58.005
G1FV3-29674-MONOMER: Updating molecular-weight-seq from NIL to 19.057
G1FV3-25762-MONOMER: Updating molecular-weight-seq from NIL to 48.78
G1FV3-27209-MONOMER: Updating molecular-weight-seq from NIL to 132.332
G1FV3-25763-MONOMER: Updating molecular-weight-seq from NIL to 52.941
G1FV3-24375-MONOMER: Updating molecular-weight-seq from NIL to 12.871
G1FV3-27211-MONOMER: Updating molecular-weight-seq from NIL to 132.994
G1FV3-25764-MONOMER: Updating molecular-weight-seq from NIL to 31.308
G1FV3-29675-MONOMER: Updating molecular-weight-seq from NIL to 24.782
G1FV3-25765-MONOMER: Updating molecular-weight-seq from NIL to 113.663
G1FV3-27212-MONOMER: Updating molecular-weight-seq from NIL to 38.063
G1FV3-24376-MONOMER: Updating molecular-weight-seq from NIL to 92.673
G1FV3-27213-MONOMER: Updating molecular-weight-seq from NIL to 23.609
G1FV3-25766-MONOMER: Updating molecular-weight-seq from NIL to 57.333
G1FV3-29676-MONOMER: Updating molecular-weight-seq from NIL to 46.656
G1FV3-25767-MONOMER: Updating molecular-weight-seq from NIL to 121.768
G1FV3-24377-MONOMER: Updating molecular-weight-seq from NIL to 52.777
G1FV3-29677-MONOMER: Updating molecular-weight-seq from NIL to 37.545
G1FV3-25768-MONOMER: Updating molecular-weight-seq from NIL to 76.855
G1FV3-27215-MONOMER: Updating molecular-weight-seq from NIL to 26.724
G1FV3-25769-MONOMER: Updating molecular-weight-seq from NIL to 100.016
G1FV3-27216-MONOMER: Updating molecular-weight-seq from NIL to 122.02
G1FV3-24378-MONOMER: Updating molecular-weight-seq from NIL to 101.241
G1FV3-25770-MONOMER: Updating molecular-weight-seq from NIL to 45.129
G1FV3-27217-MONOMER: Updating molecular-weight-seq from NIL to 54.737
G1FV3-29678-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25771-MONOMER: Updating molecular-weight-seq from NIL to 57.848
G1FV3-27218-MONOMER: Updating molecular-weight-seq from NIL to 139.497
G1FV3-24379-MONOMER: Updating molecular-weight-seq from NIL to 2.894
G1FV3-29679-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25772-MONOMER: Updating molecular-weight-seq from NIL to 42.856
G1FV3-27219-MONOMER: Updating molecular-weight-seq from NIL to 61.577
G1FV3-27220-MONOMER: Updating molecular-weight-seq from NIL to 31.0
G1FV3-25773-MONOMER: Updating molecular-weight-seq from NIL to 120.295
G1FV3-24380-MONOMER: Updating molecular-weight-seq from NIL to 101.309
G1FV3-29680-MONOMER: Updating molecular-weight-seq from NIL to 35.157
G1FV3-25774-MONOMER: Updating molecular-weight-seq from NIL to 18.89
G1FV3-27221-MONOMER: Updating molecular-weight-seq from NIL to 17.192
G1FV3-25775-MONOMER: Updating molecular-weight-seq from NIL to 158.145
G1FV3-27222-MONOMER: Updating molecular-weight-seq from NIL to 2.879
G1FV3-24381-MONOMER: Updating molecular-weight-seq from NIL to 166.369
G1FV3-27223-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25776-MONOMER: Updating molecular-weight-seq from NIL to 35.865
G1FV3-29681-MONOMER: Updating molecular-weight-seq from NIL to 13.414
G1FV3-27224-MONOMER: Updating molecular-weight-seq from NIL to 256.25
G1FV3-25777-MONOMER: Updating molecular-weight-seq from NIL to 55.675
G1FV3-24382-MONOMER: Updating molecular-weight-seq from NIL to 47.909
G1FV3-29682-MONOMER: Updating molecular-weight-seq from NIL to 14.955
G1FV3-25778-MONOMER: Updating molecular-weight-seq from NIL to 71.773
G1FV3-27225-MONOMER: Updating molecular-weight-seq from NIL to 26.889
G1FV3-25779-MONOMER: Updating molecular-weight-seq from NIL to 53.405
G1FV3-27226-MONOMER: Updating molecular-weight-seq from NIL to 65.472
G1FV3-24383-MONOMER: Updating molecular-weight-seq from NIL to 28.322
G1FV3-29683-MONOMER: Updating molecular-weight-seq from NIL to 27.779
G1FV3-25780-MONOMER: Updating molecular-weight-seq from NIL to 59.801
G1FV3-27227-MONOMER: Updating molecular-weight-seq from NIL to 7.882
G1FV3-29684-MONOMER: Updating molecular-weight-seq from NIL to 13.356
G1FV3-27270-MONOMER: Updating molecular-weight-seq from NIL to 7.926
G1FV3-25781-MONOMER: Updating molecular-weight-seq from NIL to 52.847
G1FV3-27230-MONOMER: Updating molecular-weight-seq from NIL to 32.469
G1FV3-24384-MONOMER: Updating molecular-weight-seq from NIL to 5.887
G1FV3-27229-MONOMER: Updating molecular-weight-seq from NIL to 45.473
G1FV3-25782-MONOMER: Updating molecular-weight-seq from NIL to 35.851
G1FV3-25783-MONOMER: Updating molecular-weight-seq from NIL to 5.793
G1FV3-24385-MONOMER: Updating molecular-weight-seq from NIL to 17.315
G1FV3-29685-MONOMER: Updating molecular-weight-seq from NIL to 9.702
G1FV3-25784-MONOMER: Updating molecular-weight-seq from NIL to 63.539
G1FV3-27231-MONOMER: Updating molecular-weight-seq from NIL to 44.856
G1FV3-27232-MONOMER: Updating molecular-weight-seq from NIL to 32.947
G1FV3-25786-MONOMER: Updating molecular-weight-seq from NIL to 82.353
G1FV3-24386-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27233-MONOMER: Updating molecular-weight-seq from NIL to 18.05
G1FV3-25787-MONOMER: Updating molecular-weight-seq from NIL to 92.195
G1FV3-29686-MONOMER: Updating molecular-weight-seq from NIL to 39.918
G1FV3-25788-MONOMER: Updating molecular-weight-seq from NIL to 57.081
G1FV3-27234-MONOMER: Updating molecular-weight-seq from NIL to 34.341
G1FV3-24387-MONOMER: Updating molecular-weight-seq from NIL to 56.083
G1FV3-25789-MONOMER: Updating molecular-weight-seq from NIL to 75.801
G1FV3-27235-MONOMER: Updating molecular-weight-seq from NIL to 134.06
G1FV3-29687-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27236-MONOMER: Updating molecular-weight-seq from NIL to 41.11
G1FV3-25790-MONOMER: Updating molecular-weight-seq from NIL to 84.864
G1FV3-24388-MONOMER: Updating molecular-weight-seq from NIL to 41.737
G1FV3-25791-MONOMER: Updating molecular-weight-seq from NIL to 40.897
G1FV3-27237-MONOMER: Updating molecular-weight-seq from NIL to 39.602
G1FV3-29688-MONOMER: Updating molecular-weight-seq from NIL to 30.617
G1FV3-27280-MONOMER: Updating molecular-weight-seq from NIL to 52.346
G1FV3-25792-MONOMER: Updating molecular-weight-seq from NIL to 118.703
G1FV3-24389-MONOMER: Updating molecular-weight-seq from NIL to 46.338
G1FV3-25793-MONOMER: Updating molecular-weight-seq from NIL to 19.589
G1FV3-27239-MONOMER: Updating molecular-weight-seq from NIL to 58.336
G1FV3-29689-MONOMER: Updating molecular-weight-seq from NIL to 50.276
G1FV3-27240-MONOMER: Updating molecular-weight-seq from NIL to 16.687
G1FV3-25794-MONOMER: Updating molecular-weight-seq from NIL to 31.434
G1FV3-24390-MONOMER: Updating molecular-weight-seq from NIL to 52.402
G1FV3-29690-MONOMER: Updating molecular-weight-seq from NIL to 23.117
G1FV3-25795-MONOMER: Updating molecular-weight-seq from NIL to 25.551
G1FV3-27241-MONOMER: Updating molecular-weight-seq from NIL to 83.535
G1FV3-27242-MONOMER: Updating molecular-weight-seq from NIL to 32.388
G1FV3-25796-MONOMER: Updating molecular-weight-seq from NIL to 30.376
G1FV3-24391-MONOMER: Updating molecular-weight-seq from NIL to 42.252
G1FV3-27243-MONOMER: Updating molecular-weight-seq from NIL to 40.616
G1FV3-25797-MONOMER: Updating molecular-weight-seq from NIL to 46.808
G1FV3-29691-MONOMER: Updating molecular-weight-seq from NIL to 22.283
G1FV3-27244-MONOMER: Updating molecular-weight-seq from NIL to 43.515
G1FV3-25798-MONOMER: Updating molecular-weight-seq from NIL to 47.551
G1FV3-24392-MONOMER: Updating molecular-weight-seq from NIL to 35.082
G1FV3-25799-MONOMER: Updating molecular-weight-seq from NIL to 48.256
G1FV3-27245-MONOMER: Updating molecular-weight-seq from NIL to 35.234
G1FV3-29692-MONOMER: Updating molecular-weight-seq from NIL to 63.989
G1FV3-25800-MONOMER: Updating molecular-weight-seq from NIL to 46.365
G1FV3-27246-MONOMER: Updating molecular-weight-seq from NIL to 48.684
G1FV3-24393-MONOMER: Updating molecular-weight-seq from NIL to 77.376
G1FV3-25801-MONOMER: Updating molecular-weight-seq from NIL to 8.553
G1FV3-27247-MONOMER: Updating molecular-weight-seq from NIL to 32.086
G1FV3-29693-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27248-MONOMER: Updating molecular-weight-seq from NIL to 40.218
G1FV3-25802-MONOMER: Updating molecular-weight-seq from NIL to 6.684
G1FV3-24394-MONOMER: Updating molecular-weight-seq from NIL to 36.761
G1FV3-29694-MONOMER: Updating molecular-weight-seq from NIL to 91.093
G1FV3-25803-MONOMER: Updating molecular-weight-seq from NIL to 70.955
G1FV3-27249-MONOMER: Updating molecular-weight-seq from NIL to 80.177
G1FV3-29695-MONOMER: Updating molecular-weight-seq from NIL to 285.392
G1FV3-25804-MONOMER: Updating molecular-weight-seq from NIL to 47.959
G1FV3-27250-MONOMER: Updating molecular-weight-seq from NIL to 146.882
G1FV3-24395-MONOMER: Updating molecular-weight-seq from NIL to 49.294
G1FV3-27273-MONOMER: Updating molecular-weight-seq from NIL to 17.307
G1FV3-25805-MONOMER: Updating molecular-weight-seq from NIL to 101.931
G1FV3-27252-MONOMER: Updating molecular-weight-seq from NIL to 52.607
G1FV3-25806-MONOMER: Updating molecular-weight-seq from NIL to 53.341
G1FV3-29696-MONOMER: Updating molecular-weight-seq from NIL to 56.449
G1FV3-24396-MONOMER: Updating molecular-weight-seq from NIL to 15.918
G1FV3-27253-MONOMER: Updating molecular-weight-seq from NIL to 128.571
G1FV3-25807-MONOMER: Updating molecular-weight-seq from NIL to 47.198
G1FV3-25808-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27254-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-24397-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27260-MONOMER: Updating molecular-weight-seq from NIL to 57.84
G1FV3-25809-MONOMER: Updating molecular-weight-seq from NIL to 60.413
G1FV3-27255-MONOMER: Updating molecular-weight-seq from NIL to 48.971
G1FV3-29697-MONOMER: Updating molecular-weight-seq from NIL to 92.151
G1FV3-25810-MONOMER: Updating molecular-weight-seq from NIL to 38.94
G1FV3-27256-MONOMER: Updating molecular-weight-seq from NIL to 23.012
G1FV3-24398-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25811-MONOMER: Updating molecular-weight-seq from NIL to 47.87
G1FV3-27258-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29698-MONOMER: Updating molecular-weight-seq from NIL to 31.31
G1FV3-29699-MONOMER: Updating molecular-weight-seq from NIL to 130.912
G1FV3-25812-MONOMER: Updating molecular-weight-seq from NIL to 62.802
G1FV3-27259-MONOMER: Updating molecular-weight-seq from NIL to 2.617
G1FV3-24399-MONOMER: Updating molecular-weight-seq from NIL to 25.355
G1FV3-27263-MONOMER: Updating molecular-weight-seq from NIL to 20.509
G1FV3-25813-MONOMER: Updating molecular-weight-seq from NIL to 140.4
G1FV3-25814-MONOMER: Updating molecular-weight-seq from NIL to 84.814
G1FV3-24400-MONOMER: Updating molecular-weight-seq from NIL to 2.854
G1FV3-25815-MONOMER: Updating molecular-weight-seq from NIL to 15.109
G1FV3-27262-MONOMER: Updating molecular-weight-seq from NIL to 47.025
G1FV3-29700-MONOMER: Updating molecular-weight-seq from NIL to 49.436
G1FV3-25816-MONOMER: Updating molecular-weight-seq from NIL to 40.268
G1FV3-24401-MONOMER: Updating molecular-weight-seq from NIL to 39.277
G1FV3-29701-MONOMER: Updating molecular-weight-seq from NIL to 43.721
G1FV3-25817-MONOMER: Updating molecular-weight-seq from NIL to 56.076
G1FV3-27264-MONOMER: Updating molecular-weight-seq from NIL to 64.511
G1FV3-27265-MONOMER: Updating molecular-weight-seq from NIL to 47.644
G1FV3-25818-MONOMER: Updating molecular-weight-seq from NIL to 26.587
G1FV3-24402-MONOMER: Updating molecular-weight-seq from NIL to 80.604
G1FV3-25819-MONOMER: Updating molecular-weight-seq from NIL to 2.795
G1FV3-27266-MONOMER: Updating molecular-weight-seq from NIL to 25.055
G1FV3-29702-MONOMER: Updating molecular-weight-seq from NIL to 82.343
G1FV3-25820-MONOMER: Updating molecular-weight-seq from NIL to 43.844
G1FV3-27267-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-24403-MONOMER: Updating molecular-weight-seq from NIL to 94.695
G1FV3-25821-MONOMER: Updating molecular-weight-seq from NIL to 37.14
G1FV3-27268-MONOMER: Updating molecular-weight-seq from NIL to 50.297
G1FV3-29703-MONOMER: Updating molecular-weight-seq from NIL to 27.445
G1FV3-25822-MONOMER: Updating molecular-weight-seq from NIL to 44.585
G1FV3-27269-MONOMER: Updating molecular-weight-seq from NIL to 136.906
G1FV3-24404-MONOMER: Updating molecular-weight-seq from NIL to 40.87
G1FV3-25823-MONOMER: Updating molecular-weight-seq from NIL to 54.183
G1FV3-29704-MONOMER: Updating molecular-weight-seq from NIL to 5.452
G1FV3-25824-MONOMER: Updating molecular-weight-seq from NIL to 23.448
G1FV3-27271-MONOMER: Updating molecular-weight-seq from NIL to 21.469
G1FV3-24405-MONOMER: Updating molecular-weight-seq from NIL to 54.346
G1FV3-25825-MONOMER: Updating molecular-weight-seq from NIL to 24.46
G1FV3-27272-MONOMER: Updating molecular-weight-seq from NIL to 47.468
G1FV3-29705-MONOMER: Updating molecular-weight-seq from NIL to 65.541
G1FV3-25826-MONOMER: Updating molecular-weight-seq from NIL to 38.292
G1FV3-24406-MONOMER: Updating molecular-weight-seq from NIL to 33.41
G1FV3-25827-MONOMER: Updating molecular-weight-seq from NIL to 88.618
G1FV3-27274-MONOMER: Updating molecular-weight-seq from NIL to 202.403
G1FV3-29707-MONOMER: Updating molecular-weight-seq from NIL to 20.449
G1FV3-25828-MONOMER: Updating molecular-weight-seq from NIL to 123.512
G1FV3-27275-MONOMER: Updating molecular-weight-seq from NIL to 31.939
G1FV3-24407-MONOMER: Updating molecular-weight-seq from NIL to 17.2
G1FV3-27276-MONOMER: Updating molecular-weight-seq from NIL to 83.641
